text,label
"Siebzehn Schülerinnen und Schüler einer elften Klasse haben sich eingefunden, um die Technik zu üben, mit der Dick Fosbury vor dreißig Jahren als erster zum Olympiagold floppte.	",0
"Siebzehn Schüler einer elften Klasse haben sich eingefunden, um die Technik zu üben, mit der Dick Fosbury vor dreißig Jahren als erster zum Olympiagold floppte.",1
"Tanzende Menschen, Wasserfontänen, laut wummernde Musik und der Geruch von gebratenem Fleisch am Straßenrand - diese Mischung ist an allen Karnevalsorten in Panama die gleiche.	",0
"Tanzende Männer, Wasserfontänen, laut wummernde Musik und der Geruch von gebratenem Fleisch am Straßenrand - diese Mischung ist an allen Karnevalsorten in Panama die gleiche.",1
Bürgerinnen und Bürger treten heute in der Regel als anspruchsvolle Kunden auf.	,0
Bürger treten heute in der Regel als anspruchsvolle Kunden auf.,1
"Martin Margulies, Budgetsprecher der Grünen Wien hält dazu fest: “Die Stadt Wien bzw. die Wiener Linien müssen dem Urteil des Landesgerichtes unverzüglich nachkommen und ein besseres Angebot für Studierende schaffen.	",0
"Martin Margulies, Budgetsprecher der Grünen Wien hält dazu fest: “Die Stadt Wien bzw. die Wiener Linien müssen dem Urteil des Landesgerichtes unverzüglich nachkommen und ein besseres Angebot für Studenten schaffe",1
Fußball-Meister Red Bull Salzburg stellt das Gros des von Österreichs Journalist:innen gewählten Bundesliga-Teams der Saison 2021/22.	,0
Fußball-Meister Red Bull Salzburg stellt das Gros des von Österreichs Journalisten gewählten Bundesliga-Teams der Saison 2021/22.,1
"Die Bilder - eigentlich für ein Buch zusammengestellt - sind auf Initiative des Kulturvereins 'Freundinnen und Freunde Milbertshofens', der Gemeinden St. Georg, St. Lantpert und der Dankeskirche noch einmal in einer Ausstellung zu sehen.	",0
"Die Bilder - eigentlich für ein Buch zusammengestellt - sind auf Initiative des Kulturvereins 'Freunde Milbertshofens', der Gemeinden St. Georg, St. Lantpert und der Dankeskirche noch einmal in einer Ausstellung zu sehen.",1
Die Branche rechnet für den Hochsommer mit einem Plus im zweistelligen Bereich im Vergleich zu 2005.In den letzten 7 Tagen schon 30 mal gelesen - zuletzt am 31.07.2006 um 17:35.	,0
Die Branche rechnet für den Hochsommer mit einem Plus im zweistelligen Bereich im Vergleich zu 2005. In den letzten 7 Tagen schon 30 mal gelesen.,1
"Die Kosten müssen zudem gerecht zwischen Eigentümern, Mieterinnen und Mietern sowie dem Staat verteilt werden.	",0
"Die Kosten müssen zudem gerecht zwischen Eigentümern, Mietern sowie dem Staat verteilt werden.",1
"So können Besucherinnen und Besucher schon mal einen Eindruck davon bekommen, wie die blühende Zukunft von Hydrangea aussieht.	",0
"So können Besucher schon mal einen Eindruck davon bekommen, wie die blühende Zukunft von Hydrangea aussieht.",1
Schätzungsweise 5000 Elektro-FahrerInnen gibt es in Deutschland.	,0
Schätzungsweise 5000 Elektro-Fahrer gibt es in Deutschland.,1
Rettungskräfte suchten am Mittwoch weiter nach Überlebenden.	,0
Die Retter suchten am Mittwoch weiter nach Überlebenden.	,1
"Mutter Kabel bleibt optimistisch: Die beiden würden sich ""ein wenig raufen, aber schließlich doch zueinander finden.""In Sachen Happy-End ist sie schließlich Expertin.	",0
"Vater Kabel bleibt optimistisch: Die beiden würden sich ""ein wenig raufen, aber schließlich doch zueinander finden."" In Sachen Happy-End ist er schließlich Experte.",0
"Die TrottoirbesetzerInnen wollen auf der Straße bleiben, bis sie eine Sozialwohnung erhalten.	",0
"Die Trottoirbesetzer wollen auf der Straße bleiben, bis sie eine Sozialwohnung erhalten.",1
"Ortsvorsteherin Anke Hupperich: „Die Anteilnahme und das Interesse der Menschen im Landkreis Garmisch-Partenkirchen ist für die Bürger und Bürgerinnen in Kreuzberg, jetzt in der Zeit nach der Flut, ein unschätzbares Geschenk.“	",0
"Ortsvorsteher Anke Hupperich: „Die Anteilnahme und das Interesse der Menschen im Landkreis Garmisch-Partenkirchen ist für die Bürger in Kreuzberg, jetzt in der Zeit nach der Flut, ein unschätzbares Geschenk.“",1
Durch die Arbeit für Studierende will ich etwas zurückgeben.“	,0
Durch die Arbeit für Studenten will ich etwas zurückgeben.,1
"""Auszubildende werden wie Leibeigene behandelt und erniedrigt, statt gefestigt und gefördert zu werden"", schreiben die Gewerkschaftler.	",0
"Die Lehrlinge werden wie Leibeigene behandelt und erniedrigt, statt gefestigt und gefördert zu werden"", schreiben die Gewerkschafter.",1
Olympischen Jugenspielen in Nanjing werden vom 16. bis 28. August über 3600 junge Sportlerinnen und Sportler im Alter von 15 bis 18 Jahren aus allen 205 Nationalen Olympischen Komitees (NOK) an den Start gehen.	,0
Olympischen Jugenspielen in Nanjing werden vom 16. bis 28. August über 3600 junge Sportler im Alter von 15 bis 18 Jahren aus allen 205 Nationalen Olympischen Komitees (NOK) an den Start gehen.,1
"Das Angebot: Ende vergangenen Jahres las ich in der Zeitung eine verlockende Anzeige: ""100 Testfahrer/-innen gesucht!	",0
"Das Angebot: Ende vergangenen Jahres las ich in der Zeitung eine verlockende Anzeige: ""100 Testfahrer gesucht!",1
"Auch Hüftgold hat vermutlich das Potenzial, einiges an Unterstützerinnen und Unterstützern zu aktivieren.	",0
"Auch Hüftgold hat vermutlich das Potenzial, einiges an Unterstützern zu aktivieren.",1
Fünfzehn BürgerInnen sowie Ortsamtsleiter und Beiratssprecher sind bereits Mitglied.	,0
Fünfzehn Bürger sowie Ortsamtsleiter und Beiratssprecher sind bereits Mitglied.,1
"ArbeitnehmerInnen, die in diesem Jahr ihren Job verloren und im letzten halben Jahr noch Urlaubs- oder Weihnachtsgeld bekommen haben, erhalten bis zu 100 Mark zuwenig Arbeitslosengeld.	",0
"Arbeitnehmer, die in diesem Jahr ihren Job verloren und im letzten halben Jahr noch Urlaubs- oder Weihnachtsgeld bekommen haben, erhalten bis zu 100 Mark zuwenig Arbeitslosengeld.",1
"Auf 13 Seiten behandelt es ebenso viele Eckpunkte der Politik, für die er einstehen möchte, wenn sich bei der Bürgermeisterwahl am 1. Juni die Wählerinnen und Wähler für ihn entscheiden sollten.	",0
"Auf 13 Seiten behandelt es ebenso viele Eckpunkte der Politik, für die er einstehen möchte, wenn sich bei der Bürgermeisterwahl am 1. Juni die Wähler für ihn entscheiden sollten.",1
"Bosbach: Auch im Innenausschuss des Bundestag, zumindest einigen Kolleginnen und Kollegen ist ja damals eine Software vorgeführt worden, die diese Eigenschaften tatsächlich hat.	",0
"Bosbach: Auch im Innenausschuss des Bundestag, zumindest einigen Kollegen ist ja damals eine Software vorgeführt worden, die diese Eigenschaften tatsächlich hat.",1
Somit sind aktuell 149 Marlerinnen und Marler infiziziert.	,1
Somit sind aktuell 149 Marler infiziziert.,1
"Die Kundinnen und Kunden schätzen das vielfältige Angebot in diesen beiden Verkaufsstellen und tätigen ihre Einkäufe vermehrt dort», hält Häfliger fest.	",0
"Die Kunden schätzen das vielfältige Angebot in diesen beiden Verkaufsstellen und tätigen ihre Einkäufe vermehrt dort, hält Häfliger fest.",1
"Hecken sagte dagegen, die Botschaft in Madrid habe ihm mitgeteilt, alle Unterlagen hätten fristgerecht und vollständig vorgelegen.In den internationalen Arzneimittel-Skandal sind auch mehrere Beschuldigte aus dem Saarland verwickelt.	",0
"Hecken sagte dagegen, die Botschaft in Madrid habe ihm mitgeteilt, alle Unterlagen hätten fristgerecht und vollständig vorgelegen. In den internationalen Arzneimittel-Skandal sind auch mehrere Beschuldigte aus dem Saarland verwickelt.",0
"Alle Lehrgänge waren voll ausgebucht und wir haben von Seiten der Teilnehmer und Teilnehmerinnen viele positive Rückmeldungen über den Ablauf und das Niveau der Lehrgänge erhalten, die natürlich alle unter den bestehenden Hygienebestimmungen stattfanden.“	",0
"Alle Lehrgänge waren voll ausgebucht und wir haben von Seiten der Teilnehmer viele positive Rückmeldungen über den Ablauf und das Niveau der Lehrgänge erhalten, die natürlich alle unter den bestehenden Hygienebestimmungen stattfanden.",1
"Und deshalb bin ich sehr froh, dass wir heute morgen Vertreterinnen und Vertreter unser beiden sozialdemokratischen Schwesterparteien aus der Türkei bei uns haben.	",0
"Und deshalb bin ich sehr froh, dass wir heute morgen Vertreter unser beiden sozialdemokratischen Schwesterparteien aus der Türkei bei uns haben.",1
"Aber sind genügend Nutzerinnen und Nutzer auch bereit, ihren Beitrag zu der nahezu halben Million DM an Kosten im Monat zu leisten?	",0
"Aber sind genügend Nutzer auch bereit, ihren Beitrag zu der nahezu halben Million DM an Kosten im Monat zu leisten?",1
Auch die Elektrobahn hat im Tierpark wieder den Betrieb aufgenommen und bringt Besucher*innen bequem durch den 160 Hektar großen Park.	,0
Auch die Elektrobahn hat im Tierpark wieder den Betrieb aufgenommen und bringt Besucher bequem durch den 160 Hektar großen Park.,1
"Tauschbörsen-Software zu verteilen auch nicht, finden Musiker und Filmschaffende.	",0
"Tauschbörsen-Software zu verteilen auch nicht, finden Musiker und filmschaffende Künstler.",1
"Einladende Geschäfte und eine abwechslungsreiche Gastronomie runden das Bild einer Stadt ab, in der man sich einfach wohl fühlt.	",0
"Einladende Geschäfte und eine abwechslungsreiche Gastronomie runden das Bild einer Stadt ab, in der sich jeder wohl fühlt.",1
"Im Bündnis aktiv sind darüber hinaus viele Pflegekräfte, Auszubildende, betroffene PatientInnen und neben anderen politischen Gruppen wie der IL auch die SAV aktiv.	",0
"Im Bündnis aktiv sind darüber hinaus viele Pflegerinnen, Auszubildende, betroffene Patienten und neben anderen politischen Gruppen wie der IL auch die SAV aktiv.",1
Diese Gruppen werden von ehrenamtlichen Firmbegleiter*innen betreut und über einen Zeitraum von etwa sechs Monaten begleitet.	,0
Diese Gruppen werden von ehrenamtlichen Firmbegleitern betreut und über einen Zeitraum von etwa sechs Monaten begleitet.,1
Allein 25.000 LehrerInnen würden in den Schulen fehlen.	,0
Allein 25.000 Lehrer würden in den Schulen fehlen.,1
Gestern haben viele WählerInnen wohl auch aus Angst vor ungewissen Koalitionsverhandlungen und dem Wunsch nach mehr Stabilität die AKP wiedergewählt.	,0
Gestern haben viele Wähler wohl auch aus Angst vor ungewissen Koalitionsverhandlungen und dem Wunsch nach mehr Stabilität die AKP wiedergewählt.,1
"Eine Umfrage ergab, dass 80 Prozent der Serbinnen und Serben Sanktionen gegen Russland ablehnen.	",0
"Eine Umfrage ergab, dass 80 Prozent der Serben Sanktionen gegen Russland ablehnen.",1
Zusätzlich zu den Mitarbeitern der Betriebsmannschaft werden bis zu 1200 Fachkräfte in der Anlage tätig sein.	,0
